timestamp,accelerometer_x,accelerometer_y,accelerometer_z,magnetometer_x,magnetometer_y,magnetometer_z,gyroscope_x,gyroscope_y,gyroscope_z
1710733117434,0.22492532,0.08135597,9.875777,-17.5125,31.0125,-157.9125,4.5813544E-4,7.635591E-5,-0.002443389
1710733117539,0.20338993,0.047856454,9.875777,-16.893751,31.9125,-157.5375,0.0010689828,0.0031305922,-0.002443389
1710733117645,0.22253251,0.10767702,9.870992,-16.63125,30.900002,-157.5375,-7.635591E-4,-5.344914E-4,-6.1084726E-4
1710733117751,0.2105684,0.06699903,9.868599,-16.837502,31.518751,-158.34375,4.5813544E-4,0.0019088977,-0.0018325418
1710733117852,0.21774685,0.083748795,9.890134,-16.5375,31.9125,-158.04376,4.5813544E-4,6.8720314E-4,-0.0018325418
1710733117956,0.21296121,0.05503492,9.851849,-17.081251,31.29375,-157.83751,4.5813544E-4,0.002519745,-0.0030542363
1710733118059,0.2105684,0.08135597,9.882956,-17.081251,31.10625,-158.1,-1.5271181E-4,0.0019088977,-0.002443389
1710733118163,0.21774685,0.0526421,9.856635,-17.493752,31.66875,-158.30626,-1.5271181E-4,0.0012980504,-0.0012216945
1710733118265,0.22253251,0.069391854,9.887741,-17.79375,32.193752,-158.40001,4.5813544E-4,0.0012980504,-0.0018325418
1710733118371,0.20817557,0.07178468,9.856635,-17.1375,32.1375,-158.02501,0.0010689828,0.0012980504,-6.1084726E-4
1710733118471,0.21535404,0.0741775,9.870992,-16.725,31.743752,-158.55,4.5813544E-4,0.0012980504,-6.1084726E-4
1710733118575,0.22013968,0.0741775,9.885348,-16.85625,32.1375,-157.59375,4.5813544E-4,0.0019088977,-0.0030542363
1710733118678,0.22492532,0.11006984,9.870992,-17.081251,31.368752,-157.85626,4.5813544E-4,6.8720314E-4,6.1084726E-4
1710733118780,0.22971097,0.0526421,9.873384,-16.875,32.081253,-158.32501,-1.5271181E-4,0.0019088977,-0.0012216945
1710733118886,0.21296121,0.06460621,9.882956,-17.362501,31.218752,-157.9125,-1.5271181E-4,0.0012980504,-0.002443389
1710733118991,0.22013968,0.08135597,9.870992,-17.4375,31.425001,-157.8,0.0010689828,0.002519745,-0.002443389
1710733119094,0.2321038,0.059820566,9.87817,-17.7,32.0625,-157.44376,0.0010689828,0.0031305922,-0.002443389
1710733119197,0.22731815,0.08853444,9.885348,-16.893751,31.7625,-158.3625,4.5813544E-4,0.0019088977,-0.0036650836
1710733119301,0.20338993,0.038285162,9.875777,-17.175001,31.66875,-158.11876,-1.5271181E-4,0.0019088977,-0.0018325418
1710733119406,0.22492532,0.12203395,9.87817,-16.837502,31.687502,-158.23126,4.5813544E-4,0.0012980504,-0.009773556
1710733119506,0.22013968,0.08135597,9.890134,-17.025002,31.743752,-158.34375,0.0010689828,0.0019088977,-0.0012216945
1710733119608,0.27038896,0.05742774,9.875777,-17.081251,31.743752,-158.3625,4.5813544E-4,0.0012980504,-0.004886778
1710733119713,0.2009971,0.02632105,9.882956,-16.1625,31.050001,-159.07501,-1.5271181E-4,0.002519745,-0.0018325418
1710733119824,0.21535404,0.19381863,9.873384,-16.237501,31.931252,-158.6625,-0.0013744063,0.0012980504,0.020768806
1710733119923,0.2970091,0.11006984,9.868599,-16.10625,31.575,-158.64375,0.0022906773,6.8720314E-4,0.0036650836
1710733120027,0.20338993,0.062213387,9.866206,-16.40625,31.406252,-158.68126,-0.0013744063,6.8720314E-4,6.1084726E-4
1710733120129,0.18424734,0.078963146,9.885348,-17.175001,31.95,-157.9875,0.0010689828,0.0019088977,0.0018325418
1710733120236,0.22971097,-0.019142581,9.859028,-17.1375,30.937502,-158.3625,0.0022906773,0.002519745,0.004275931
1710733120332,0.2632105,0.17467605,9.866206,-16.893751,31.3875,-157.9125,4.5813544E-4,7.635591E-5,-0.0012216945
1710733120442,0.2105684,0.062213387,9.868599,-16.875,31.612501,-158.30626,-1.5271181E-4,0.0012980504,-0.005497625
1710733120544,0.18185452,0.0,9.870992,-17.04375,32.362503,-158.00626,-1.5271181E-4,6.8720314E-4,-0.002443389
1710733120648,0.2105684,0.09332009,9.868599,-17.118752,31.650002,-158.11876,0.0010689828,6.8720314E-4,-0.0018325418
1710733120754,0.2416751,0.038285162,9.842278,-16.44375,31.781252,-158.13751,-1.5271181E-4,0.0012980504,-0.0018325418
1710733120857,0.26081768,0.11964113,9.875777,-17.04375,31.031252,-159.07501,-1.5271181E-4,0.004352287,-0.004275931
1710733120959,0.15792629,0.021535404,9.870992,-16.612501,31.368752,-158.49376,-7.635591E-4,7.635591E-5,-0.0036650836
1710733121065,0.22731815,0.148355,9.859028,-16.5375,31.087502,-158.1,-1.5271181E-4,0.002519745,6.1084726E-4
1710733121171,0.3065804,0.08853444,9.885348,-16.125,30.54375,-158.83125,-1.5271181E-4,0.0012980504,-0.0018325418
1710733121272,0.21535404,0.1363909,9.875777,-16.931252,30.975,-158.8125,0.010231691,0.026342789,-0.0061084726
1710733121381,0.12921242,-0.069391854,9.870992,-17.5125,31.7625,-158.1,-0.012369657,-0.029244313,-0.0018325418
1710733121484,0.2105684,0.059820566,9.87817,-18.09375,32.362503,-158.21251,-0.017867282,-0.04146126,-0.0036650836
1710733121586,0.27996024,0.18424734,9.868599,-19.837502,34.03125,-158.925,-0.0025961008,0.002519745,-0.008551862
1710733121690,0.13399807,-0.27038896,9.851849,-20.53125,34.162502,-158.8125,0.0047340663,0.0122933015,-0.0036650836
1710733121792,0.33290145,0.16510476,9.849456,-20.25,34.050003,-158.8125,-1.5271181E-4,0.002519745,0.0036650836
1710733121895,0.31136605,-0.04546363,9.859028,-20.6625,34.18125,-158.83125,0.00167983,6.8720314E-4,0.007330167
1710733122001,0.2970091,-0.009571291,9.882956,-20.25,33.525,-159.05626,-7.635591E-4,0.0037414394,0.008551862
1710733122107,0.27756742,0.050249275,9.875777,-17.868752,32.11875,-158.925,0.0029015245,0.0055739814,0.0036650836
1710733122207,0.11006984,-0.009571291,9.873384,-17.325,31.875002,-158.7375,0.0022906773,0.0031305922,0.0036650836
1710733122309,0.23928227,0.14117654,9.866206,-17.1375,31.687502,-158.175,0.0010689828,0.0055739814,0.005497625
1710733122413,0.29940194,0.2009971,9.7654085,-16.575,31.1625,-157.9125,0.0053449133,0.013514996,0.0012216945
1710733122519,0.22013968,0.031106694,9.827921,-17.118752,31.125002,-158.475,-1.5271181E-4,-0.007253811,-0.0030542363
1710733122621,0.03589234,-0.16031912,9.894919,-18.337502,32.25,-158.96251,-0.009315421,-0.04940227,-0.01099525
1710733122723,0.25603202,0.15553348,9.880563,-19.1625,32.79375,-158.58751,0.004123219,0.0104607595,0.016492875
1710733122827,0.6343971,0.0023928226,9.832706,-18.712502,32.60625,-158.45625,4.5813544E-4,0.006795676,-0.015271181
1710733122931,-0.02632105,0.3592225,9.894919,-17.400002,31.612501,-158.96251,0.0053449133,0.022066858,-0.0061084726
1710733123037,0.31375888,-0.11964113,9.863813,-16.40625,31.81875,-157.89375,0.00167983,0.004963134,-0.012216945
1710733123138,0.2536392,0.15314065,9.870992,-15.337501,31.425001,-158.49376,-0.0013744063,0.0012980504,0.009773556
1710733123239,0.11964113,0.10049855,9.868599,-15.918751,31.66875,-159.26251,0.00167983,0.0031305922,-0.0061084726
1710733123342,0.18185452,0.023928227,9.868599,-16.10625,31.48125,-159.16876,-7.635591E-4,0.0012980504,-0.0036650836
1710733123441,0.2536392,0.016749758,9.87817,-15.69375,31.931252,-158.79376,0.0029015245,6.8720314E-4,0.0018325418
1710733123557,0.24885355,0.019142581,9.866206,-15.168751,31.275002,-159.16876,-0.0013744063,0.0012980504,-0.0018325418
1710733123652,0.2536392,0.1363909,9.880563,-15.975,31.706251,-159.46875,-1.5271181E-4,0.0019088977,-6.1084726E-4
1710733123755,0.20338993,0.08135597,9.870992,-16.95,31.650002,-158.94376,4.5813544E-4,7.635591E-5,-0.0012216945
1710733123864,0.1698904,0.03589234,9.870992,-15.95625,31.29375,-159.01875,4.5813544E-4,7.635591E-5,-6.1084726E-4
1710733123970,0.20578274,0.11485548,9.856635,-16.3125,31.368752,-158.51251,-1.5271181E-4,0.0012980504,0.0030542363
1710733124074,0.22731815,0.0526421,9.868599,-15.375001,31.7625,-159.28125,4.5813544E-4,0.002519745,0.0018325418
1710733124175,0.22971097,0.0741775,9.851849,-15.262501,31.125002,-159.0,-1.5271181E-4,6.8720314E-4,0.0
1710733124275,0.22971097,0.06699903,9.863813,-15.20625,31.3875,-158.625,4.5813544E-4,-5.344914E-4,-6.1084726E-4
1710733124381,0.22492532,0.038285162,9.875777,-14.7375,31.968752,-158.175,0.0010689828,0.0012980504,-6.1084726E-4
1710733124482,0.22731815,0.09332009,9.861421,-14.6625,31.7625,-158.23126,-1.5271181E-4,7.635591E-5,-0.0018325418
1710733124588,0.22731815,0.08853444,9.863813,-14.606251,30.993752,-157.8,-7.635591E-4,6.8720314E-4,0.0
1710733124688,0.20338993,0.062213387,9.861421,-14.868751,32.04375,-157.70625,-0.0013744063,0.0019088977,-6.1084726E-4
1710733124800,0.20578274,0.09092726,9.859028,-15.093751,31.29375,-158.02501,-1.5271181E-4,0.0019088977,-6.1084726E-4
1710733124906,0.22971097,0.078963146,9.866206,-14.19375,31.031252,-158.00626,-1.5271181E-4,0.002519745,6.1084726E-4
1710733125006,0.21296121,0.069391854,9.847063,-14.887501,31.031252,-158.19376,-1.5271181E-4,0.0019088977,-0.0012216945
1710733125104,0.22492532,0.09810573,9.856635,-15.20625,31.462502,-157.48126,4.5813544E-4,7.635591E-5,0.0012216945
1710733125209,0.22492532,0.069391854,9.856635,-15.150001,31.593752,-157.74376,0.0010689828,6.8720314E-4,0.0
1710733125312,0.21535404,0.06460621,9.854242,-15.262501,31.593752,-156.75,0.0010689828,7.635591E-5,0.0012216945
1710733125414,0.21535404,0.07178468,9.859028,-15.000001,31.5375,-156.80626,-1.5271181E-4,0.0019088977,6.1084726E-4
1710733125519,0.22492532,0.06699903,9.859028,-15.525001,31.612501,-157.425,-1.5271181E-4,0.0012980504,0.0012216945
1710733125620,0.22492532,0.08135597,9.84467,-15.900001,32.100002,-157.10626,4.5813544E-4,6.8720314E-4,-0.0012216945
1710733125723,0.22253251,0.06699903,9.856635,-15.093751,32.081253,-157.51875,4.5813544E-4,7.635591E-5,-0.0018325418
1710733125826,0.22731815,0.06699903,9.851849,-15.675,31.987501,-157.38751,-7.635591E-4,0.0012980504,6.1084726E-4
1710733125928,0.21296121,0.086141616,9.854242,-15.69375,32.1375,-157.9875,0.0010689828,0.0019088977,0.0012216945
1710733126032,0.21774685,0.0741775,9.820743,-16.050001,31.893751,-157.33125,-7.635591E-4,0.0019088977,0.0
1710733126135,0.21774685,0.07178468,9.851849,-16.2,31.968752,-156.4125,4.5813544E-4,6.8720314E-4,-6.1084726E-4
1710733126238,0.22013968,0.076570325,9.823135,-15.843751,31.462502,-157.875,4.5813544E-4,-5.344914E-4,0.0
1710733126342,0.22253251,0.07178468,9.849456,-15.375001,32.381252,-157.76251,4.5813544E-4,0.0019088977,0.0012216945
1710733126442,0.22253251,0.08853444,9.851849,-15.58125,31.687502,-157.57501,4.5813544E-4,0.0019088977,-6.1084726E-4
1710733126549,0.21774685,0.069391854,9.84467,-16.10625,31.556252,-157.125,-0.0019852535,6.8720314E-4,0.0
1710733126651,0.21535404,0.07178468,9.849456,-15.76875,31.66875,-157.6875,4.5813544E-4,0.0019088977,-6.1084726E-4
1710733126752,0.20817557,0.069391854,9.835099,-16.06875,31.143751,-158.19376,0.0010689828,0.0019088977,-0.0018325418
1710733126856,0.21296121,0.069391854,9.856635,-17.362501,31.500002,-158.53125,4.5813544E-4,6.8720314E-4,-0.0012216945
1710733126960,0.20817557,0.0741775,9.847063,-16.837502,31.9125,-158.925,0.00167983,7.635591E-5,6.1084726E-4
1710733127063,0.22253251,0.07178468,9.851849,-16.706251,31.331251,-158.58751,4.5813544E-4,0.0012980504,-6.1084726E-4
1710733127167,0.2105684,0.07178468,9.861421,-17.1,31.312502,-158.625,4.5813544E-4,7.635591E-5,-6.1084726E-4
1710733127270,0.22253251,0.076570325,9.832706,-16.987501,31.593752,-158.58751,-1.5271181E-4,0.0019088977,0.0
1710733127373,0.21535404,0.076570325,9.837492,-16.5375,31.706251,-158.4375,4.5813544E-4,6.8720314E-4,-0.0012216945
1710733127476,0.22253251,0.08135597,9.861421,-16.706251,31.368752,-159.01875,0.00167983,0.0019088977,0.0012216945
1710733127577,0.21296121,0.086141616,9.84467,-16.725,31.968752,-158.60626,4.5813544E-4,0.0012980504,-0.0018325418
1710733127680,0.22013968,0.08135597,9.84467,-16.7625,31.800001,-158.51251,0.00167983,0.002519745,0.0
1710733127783,0.22013968,0.07178468,9.866206,-16.931252,31.63125,-158.53125,-7.635591E-4,7.635591E-5,0.0
1710733127886,0.21296121,0.07178468,9.856635,-16.425001,31.81875,-158.85,4.5813544E-4,0.0012980504,0.0
1710733127990,0.21535404,0.06699903,9.856635,-16.3875,31.725,-158.0625,4.5813544E-4,-5.344914E-4,0.0012216945
1710733128096,0.2105684,0.08135597,9.847063,-17.25,31.781252,-158.49376,4.5813544E-4,0.0012980504,-6.1084726E-4
1710733128198,0.21774685,0.083748795,9.856635,-15.825001,31.987501,-157.96875,-1.5271181E-4,6.8720314E-4,0.0012216945
1710733128300,0.2321038,0.06460621,9.847063,-16.3875,31.743752,-158.8125,4.5813544E-4,7.635591E-5,0.0012216945
1710733128401,0.2105684,0.06699903,9.856635,-16.275002,32.2125,-158.71875,-7.635591E-4,6.8720314E-4,6.1084726E-4
1710733128509,0.22013968,0.06699903,9.859028,-15.8625,32.456253,-158.25,4.5813544E-4,0.0012980504,0.0
1710733128602,0.20817557,0.06699903,9.875777,-16.35,31.85625,-159.0375,-7.635591E-4,7.635591E-5,-6.1084726E-4
1710733128711,0.21296121,0.0741775,9.873384,-15.4125,31.29375,-158.19376,-7.635591E-4,0.0019088977,0.0
1710733128812,0.22731815,0.083748795,9.856635,-16.518751,31.781252,-157.70625,-7.635591E-4,0.0012980504,6.1084726E-4
1710733128918,0.21535404,0.05742774,9.875777,-16.44375,31.48125,-158.8125,4.5813544E-4,0.0012980504,0.0012216945
1710733129020,0.22013968,0.059820566,9.863813,-17.025002,32.287502,-158.475,0.00167983,0.0019088977,-6.1084726E-4
1710733129123,0.10289137,-0.033499517,9.719945,-16.331251,31.29375,-158.71875,-0.003206948,0.0037414394,-0.0012216945
1710733129225,0.20817557,-0.09571291,9.825528,-16.462502,31.968752,-158.32501,-0.018478129,-0.03840702,-0.025044737
1710733129330,0.8644072,1.1132607,9.985847,-17.1375,32.625,-140.60626,-0.17798562,-0.68407255,-0.5900785
1710733129432,3.2297122,-0.5673981,8.7266245,-13.70625,31.275002,-86.9625,-0.79494137,1.6335583,-0.6694886
1710733129535,-1.3597214,-2.5331018,11.573186,-7.65,26.531252,-58.575,-0.81326675,3.5839937,-0.8875611
1710733129638,-17.335701,-3.6487553,8.7266245,6.1312504,26.250002,-42.54375,-1.8138345,7.715917,-0.5949652
1710733129741,-8.784052,-3.112464,3.2847474,24.581251,29.437502,-23.53125,-0.86091286,3.438612,2.772712
1710733129842,-5.2956157,-0.86919284,2.3509483,36.018753,24.73125,-8.64375,-1.512076,0.8509866,2.42514
1710733129946,-4.4985065,1.0486546,2.5522444,40.425003,18.112501,-1.29375,-0.70392513,0.17355698,0.41354358
1710733130051,-7.4647093,2.1499512,0.16031912,41.625,17.081251,1.25625,0.67422265,0.34887013,-0.58396995
1710733130153,-10.165309,-0.27996024,-2.8920252,39.862503,19.837502,2.34375,-0.04718795,-0.7017872,-0.20219044
1710733130257,-10.074382,0.13878371,0.3711866,38.98125,21.88125,0.73125005,0.13484453,-0.20333578,-0.11850437
1710733130360,-10.258629,-0.78035927,0.25603202,39.225002,23.306252,-2.2875001,0.1293469,-0.7292753,-0.27304873
1710733130465,-10.153345,-0.1052842,1.9175483,38.15625,24.393751,-6.9,0.3345916,-0.43545774,0.0012216945
1710733130568,-8.961121,-1.3453646,-0.086141616,37.74375,23.400002,-10.837501,-0.924441,-0.2839676,-0.38605547
1710733130669,-10.40489,-0.63200426,6.0858455,37.068752,24.618752,-12.168751,-0.06490252,-0.8355627,-0.5467083
1710733130774,-7.75454,-0.18903299,4.8026943,33.9,26.812502,-15.187501,-0.15782766,-0.4531723,-1.056155
1710733130876,-9.61466,-3.2775688,6.8949184,30.112501,30.2625,-15.806251,1.0560021,0.41178742,-0.8515211
1710733130980,-10.033704,-3.004488,5.0994043,28.875002,30.337502,-17.7,1.3938007,2.7727885,1.209554
1710733131082,-9.183653,-0.43100718,0.021535404,36.206253,24.712502,-12.20625,0.77256906,2.1814883,0.34146363
1710733131187,-10.524531,-0.28265217,0.73489565,39.075,23.7,-4.7250004,0.3669665,2.4496503,-0.8881719
1710733131289,-8.690433,-1.7931215,-6.586244,37.48125,25.893751,4.70625,-0.8383115,1.6818153,-0.7537855
1710733131392,-8.175976,-1.5873387,-4.6492543,34.59375,27.993752,10.8,-0.4272113,1.8901142,-1.1935955
1710733131495,-5.408377,-3.8521454,-5.2573304,29.493752,30.431252,17.868752,0.69376975,0.6402443,-0.034818295
1710733131599,-8.522935,-3.2919257,-5.695516,26.00625,31.893751,19.0125,0.7640172,0.8650361,-0.14293826
1710733131699,-14.680565,0.8282157,-5.3964133,24.54375,33.73125,18.69375,1.0065236,1.4306806,-0.042759307
1710733131805,-0.62961143,-6.524031,-7.8693953,23.19375,35.0625,18.243752,0.6076403,0.18210883,-0.105065726
1710733131908,-7.565208,-6.076274,-9.839885,24.300001,34.3875,16.368752,-0.60985464,-0.6400916,-1.0017895
1710733132010,-5.705087,-3.045166,-6.2007008,27.13125,34.425003,12.95625,-1.3019446,-1.8734685,-0.004886778
1710733132113,-6.1504517,-2.2408783,-4.9462633,29.325,33.5625,10.35,0.40239564,2.3360326,-1.4550382
1710733132216,-9.957133,-2.0757737,-5.413163,27.675001,34.162502,11.625,0.12201674,-3.9736378,1.4007491
1710733132318,-5.638088,-0.5195416,0.5315057,34.875,27.712502,-0.61875004,-0.77905935,-1.6810516,1.1001359
1710733132422,-7.49103,-0.40947178,0.4429713,38.643753,22.612501,-8.55,-1.2115391,-1.527729,-0.05803049
1710733132525,-10.622637,-0.58654064,4.067499,37.537502,23.625,-8.85,0.40667155,1.5297142,-0.9510892
1710733132627,-8.518149,-0.73489565,0.53389853,36.018753,26.456251,-4.1625004,-0.4595862,1.0818869,-0.19302773
1710733132732,-11.290534,-0.6343971,1.9199411,36.768753,26.868752,-0.0,-0.07834116,0.22364645,0.99873525
